date,variable,value,Gender,AgeRange
2002-08-01,women_20_24_rate,8.9,Women,20-24
2002-09-01,women_20_24_rate,8.7,Women,20-24
2002-10-01,women_20_24_rate,9.7,Women,20-24
2002-11-01,women_20_24_rate,9.2,Women,20-24
2002-12-01,women_20_24_rate,9.3,Women,20-24
2003-01-01,women_20_24_rate,9.0,Women,20-24
2003-02-01,women_20_24_rate,9.4,Women,20-24
2003-03-01,women_20_24_rate,9.1,Women,20-24
2003-04-01,women_20_24_rate,9.5,Women,20-24
2003-05-01,women_20_24_rate,9.4,Women,20-24
2003-06-01,women_20_24_rate,9.3,Women,20-24
2003-07-01,women_20_24_rate,9.0,Women,20-24
2003-08-01,women_20_24_rate,10.0,Women,20-24
2003-09-01,women_20_24_rate,9.7,Women,20-24
2003-10-01,women_20_24_rate,9.1,Women,20-24
2003-11-01,women_20_24_rate,9.4,Women,20-24
2003-12-01,women_20_24_rate,8.6,Women,20-24
2004-01-01,women_20_24_rate,8.8,Women,20-24
2004-02-01,women_20_24_rate,8.9,Women,20-24
2004-03-01,women_20_24_rate,9.0,Women,20-24
2004-04-01,women_20_24_rate,8.4,Women,20-24
2004-05-01,women_20_24_rate,9.0,Women,20-24
2004-06-01,women_20_24_rate,9.0,Women,20-24
2004-07-01,women_20_24_rate,8.7,Women,20-24
2004-08-01,women_20_24_rate,8.2,Women,20-24
2004-09-01,women_20_24_rate,8.4,Women,20-24
2004-10-01,women_20_24_rate,9.2,Women,20-24
2004-11-01,women_20_24_rate,8.3,Women,20-24
2004-12-01,women_20_24_rate,8.6,Women,20-24
2005-01-01,women_20_24_rate,8.6,Women,20-24
2005-02-01,women_20_24_rate,8.7,Women,20-24
2005-03-01,women_20_24_rate,8.4,Women,20-24
2005-04-01,women_20_24_rate,8.2,Women,20-24
2005-05-01,women_20_24_rate,8.5,Women,20-24
2005-06-01,women_20_24_rate,8.1,Women,20-24
2005-07-01,women_20_24_rate,7.5,Women,20-24
2005-08-01,women_20_24_rate,7.5,Women,20-24
2005-09-01,women_20_24_rate,7.2,Women,20-24
2005-10-01,women_20_24_rate,7.3,Women,20-24
2005-11-01,women_20_24_rate,7.4,Women,20-24
2005-12-01,women_20_24_rate,7.5,Women,20-24
2006-01-01,women_20_24_rate,7.3,Women,20-24
2006-02-01,women_20_24_rate,8.0,Women,20-24
2006-03-01,women_20_24_rate,7.0,Women,20-24
2006-04-01,women_20_24_rate,7.7,Women,20-24
2006-05-01,women_20_24_rate,7.1,Women,20-24
2006-06-01,women_20_24_rate,7.7,Women,20-24
2006-07-01,women_20_24_rate,8.0,Women,20-24
2006-08-01,women_20_24_rate,7.1,Women,20-24
2006-09-01,women_20_24_rate,7.4,Women,20-24
2006-10-01,women_20_24_rate,8.0,Women,20-24
2006-11-01,women_20_24_rate,8.1,Women,20-24
2006-12-01,women_20_24_rate,7.4,Women,20-24
2007-01-01,women_20_24_rate,7.6,Women,20-24
2007-02-01,women_20_24_rate,6.7,Women,20-24
2007-03-01,women_20_24_rate,7.1,Women,20-24
2007-04-01,women_20_24_rate,7.0,Women,20-24
2007-05-01,women_20_24_rate,5.8,Women,20-24
2007-06-01,women_20_24_rate,6.8,Women,20-24
2007-07-01,women_20_24_rate,7.4,Women,20-24
2007-08-01,women_20_24_rate,7.6,Women,20-24
2007-09-01,women_20_24_rate,7.8,Women,20-24
2007-10-01,women_20_24_rate,7.8,Women,20-24
2007-11-01,women_20_24_rate,7.5,Women,20-24
2007-12-01,women_20_24_rate,8.9,Women,20-24
2008-01-01,women_20_24_rate,8.2,Women,20-24
2008-02-01,women_20_24_rate,7.7,Women,20-24
2008-03-01,women_20_24_rate,8.4,Women,20-24
2008-04-01,women_20_24_rate,7.7,Women,20-24
2008-05-01,women_20_24_rate,9.3,Women,20-24
2008-06-01,women_20_24_rate,8.8,Women,20-24
2008-07-01,women_20_24_rate,8.6,Women,20-24
2008-08-01,women_20_24_rate,9.4,Women,20-24
2008-09-01,women_20_24_rate,9.5,Women,20-24
2008-10-01,women_20_24_rate,8.3,Women,20-24
2008-11-01,women_20_24_rate,9.3,Women,20-24
2008-12-01,women_20_24_rate,10.1,Women,20-24
2009-01-01,women_20_24_rate,10.3,Women,20-24
2009-02-01,women_20_24_rate,11.2,Women,20-24
2009-03-01,women_20_24_rate,11.3,Women,20-24
2009-04-01,women_20_24_rate,11.6,Women,20-24
2009-05-01,women_20_24_rate,12.3,Women,20-24
2009-06-01,women_20_24_rate,13.0,Women,20-24
2009-07-01,women_20_24_rate,13.3,Women,20-24
2009-08-01,women_20_24_rate,13.4,Women,20-24
2009-09-01,women_20_24_rate,13.0,Women,20-24
2009-10-01,women_20_24_rate,12.4,Women,20-24
2009-11-01,women_20_24_rate,13.4,Women,20-24
2009-12-01,women_20_24_rate,12.4,Women,20-24
2010-01-01,women_20_24_rate,12.1,Women,20-24
2010-02-01,women_20_24_rate,12.9,Women,20-24
2010-03-01,women_20_24_rate,13.0,Women,20-24
2010-04-01,women_20_24_rate,14.1,Women,20-24
2010-05-01,women_20_24_rate,13.1,Women,20-24
2010-06-01,women_20_24_rate,12.6,Women,20-24
2010-07-01,women_20_24_rate,12.9,Women,20-24
2010-08-01,women_20_24_rate,12.5,Women,20-24
2010-09-01,women_20_24_rate,12.5,Women,20-24
2010-10-01,women_20_24_rate,13.8,Women,20-24
2010-11-01,women_20_24_rate,13.5,Women,20-24
2010-12-01,women_20_24_rate,13.3,Women,20-24
2011-01-01,women_20_24_rate,14.1,Women,20-24
2011-02-01,women_20_24_rate,14.1,Women,20-24
2011-03-01,women_20_24_rate,13.3,Women,20-24
2011-04-01,women_20_24_rate,13.3,Women,20-24
2011-05-01,women_20_24_rate,13.7,Women,20-24
2011-06-01,women_20_24_rate,13.5,Women,20-24
2011-07-01,women_20_24_rate,13.6,Women,20-24
2011-08-01,women_20_24_rate,12.9,Women,20-24
2011-09-01,women_20_24_rate,13.6,Women,20-24
2011-10-01,women_20_24_rate,13.0,Women,20-24
2011-11-01,women_20_24_rate,12.4,Women,20-24
2011-12-01,women_20_24_rate,13.1,Women,20-24
2012-01-01,women_20_24_rate,12.0,Women,20-24
2012-02-01,women_20_24_rate,11.7,Women,20-24
2012-03-01,women_20_24_rate,11.9,Women,20-24
2012-04-01,women_20_24_rate,12.1,Women,20-24
2012-05-01,women_20_24_rate,11.7,Women,20-24
2012-06-01,women_20_24_rate,12.0,Women,20-24
2012-07-01,women_20_24_rate,11.9,Women,20-24
2012-08-01,women_20_24_rate,12.6,Women,20-24
2012-09-01,women_20_24_rate,11.0,Women,20-24
2012-10-01,women_20_24_rate,12.4,Women,20-24
2012-11-01,women_20_24_rate,12.5,Women,20-24
2012-12-01,women_20_24_rate,13.9,Women,20-24
2013-01-01,women_20_24_rate,12.9,Women,20-24
2013-02-01,women_20_24_rate,12.7,Women,20-24
2013-03-01,women_20_24_rate,11.7,Women,20-24
2013-04-01,women_20_24_rate,12.3,Women,20-24
2013-05-01,women_20_24_rate,11.6,Women,20-24
2013-06-01,women_20_24_rate,11.9,Women,20-24
2013-07-01,women_20_24_rate,10.8,Women,20-24
2013-08-01,women_20_24_rate,11.6,Women,20-24
2013-09-01,women_20_24_rate,10.7,Women,20-24
2013-10-01,women_20_24_rate,10.5,Women,20-24
2013-11-01,women_20_24_rate,10.8,Women,20-24
2013-12-01,women_20_24_rate,10.1,Women,20-24
2014-01-01,women_20_24_rate,10.9,Women,20-24
2014-02-01,women_20_24_rate,10.4,Women,20-24
2014-03-01,women_20_24_rate,11.5,Women,20-24
2014-04-01,women_20_24_rate,9.2,Women,20-24
2014-05-01,women_20_24_rate,10.0,Women,20-24
2014-06-01,women_20_24_rate,9.1,Women,20-24
2014-07-01,women_20_24_rate,9.5,Women,20-24
2014-08-01,women_20_24_rate,9.9,Women,20-24
2014-09-01,women_20_24_rate,10.3,Women,20-24
2014-10-01,women_20_24_rate,10.5,Women,20-24
2014-11-01,women_20_24_rate,10.0,Women,20-24
2014-12-01,women_20_24_rate,9.5,Women,20-24
2015-01-01,women_20_24_rate,7.7,Women,20-24
2015-02-01,women_20_24_rate,9.1,Women,20-24
2015-03-01,women_20_24_rate,10.0,Women,20-24
2015-04-01,women_20_24_rate,8.7,Women,20-24
2015-05-01,women_20_24_rate,9.0,Women,20-24
2015-06-01,women_20_24_rate,8.6,Women,20-24
2015-07-01,women_20_24_rate,8.8,Women,20-24
2015-08-01,women_20_24_rate,8.0,Women,20-24
2015-09-01,women_20_24_rate,8.0,Women,20-24
2015-10-01,women_20_24_rate,8.0,Women,20-24
2015-11-01,women_20_24_rate,7.9,Women,20-24
2015-12-01,women_20_24_rate,8.3,Women,20-24
2016-01-01,women_20_24_rate,6.8,Women,20-24
2016-02-01,women_20_24_rate,8.0,Women,20-24
2016-03-01,women_20_24_rate,8.2,Women,20-24
2016-04-01,women_20_24_rate,8.4,Women,20-24
2016-05-01,women_20_24_rate,7.6,Women,20-24
2016-06-01,women_20_24_rate,7.6,Women,20-24
2016-07-01,women_20_24_rate,7.3,Women,20-24
2016-08-01,women_20_24_rate,6.6,Women,20-24
2016-09-01,women_20_24_rate,7.0,Women,20-24
2016-10-01,women_20_24_rate,7.0,Women,20-24
2016-11-01,women_20_24_rate,7.2,Women,20-24
2016-12-01,women_20_24_rate,7.0,Women,20-24
2017-01-01,women_20_24_rate,7.0,Women,20-24
2017-02-01,women_20_24_rate,6.4,Women,20-24
2017-03-01,women_20_24_rate,6.1,Women,20-24
2017-04-01,women_20_24_rate,6.4,Women,20-24
2017-05-01,women_20_24_rate,5.3,Women,20-24
2017-06-01,women_20_24_rate,6.1,Women,20-24
2017-07-01,women_20_24_rate,6.6,Women,20-24
2017-08-01,women_20_24_rate,6.2,Women,20-24
2017-09-01,women_20_24_rate,6.4,Women,20-24
2017-10-01,women_20_24_rate,6.5,Women,20-24
2017-11-01,women_20_24_rate,6.1,Women,20-24
2017-12-01,women_20_24_rate,6.6,Women,20-24
2018-01-01,women_20_24_rate,6.4,Women,20-24
2018-02-01,women_20_24_rate,5.9,Women,20-24
2018-03-01,women_20_24_rate,5.8,Women,20-24
2018-04-01,women_20_24_rate,5.9,Women,20-24
2018-05-01,women_20_24_rate,6.2,Women,20-24
2018-06-01,women_20_24_rate,6.4,Women,20-24
2018-07-01,women_20_24_rate,6.3,Women,20-24
2018-08-01,women_20_24_rate,5.7,Women,20-24
2018-09-01,women_20_24_rate,6.4,Women,20-24
2018-10-01,women_20_24_rate,6.3,Women,20-24
2018-11-01,women_20_24_rate,6.0,Women,20-24
2018-12-01,women_20_24_rate,6.9,Women,20-24
2019-01-01,women_20_24_rate,6.8,Women,20-24
2019-02-01,women_20_24_rate,6.7,Women,20-24
2019-03-01,women_20_24_rate,5.4,Women,20-24
2019-04-01,women_20_24_rate,5.4,Women,20-24
2019-05-01,women_20_24_rate,5.5,Women,20-24
2019-06-01,women_20_24_rate,4.6,Women,20-24
2019-07-01,women_20_24_rate,5.9,Women,20-24
2019-08-01,women_20_24_rate,6.0,Women,20-24
2019-09-01,women_20_24_rate,5.4,Women,20-24
2019-10-01,women_20_24_rate,4.9,Women,20-24
2019-11-01,women_20_24_rate,5.7,Women,20-24
2019-12-01,women_20_24_rate,6.0,Women,20-24
2020-01-01,women_20_24_rate,6.9,Women,20-24
2020-02-01,women_20_24_rate,6.1,Women,20-24
2020-03-01,women_20_24_rate,8.0,Women,20-24
2020-04-01,women_20_24_rate,27.9,Women,20-24
2020-05-01,women_20_24_rate,23.9,Women,20-24
2020-06-01,women_20_24_rate,20.4,Women,20-24
2020-07-01,women_20_24_rate,18.9,Women,20-24
2020-08-01,women_20_24_rate,13.8,Women,20-24
2020-09-01,women_20_24_rate,12.2,Women,20-24
2020-10-01,women_20_24_rate,9.9,Women,20-24
2020-11-01,women_20_24_rate,9.4,Women,20-24
2020-12-01,women_20_24_rate,10.2,Women,20-24
2021-01-01,women_20_24_rate,9.8,Women,20-24
2021-02-01,women_20_24_rate,9.0,Women,20-24
2021-03-01,women_20_24_rate,9.5,Women,20-24
2021-04-01,women_20_24_rate,9.3,Women,20-24
2021-05-01,women_20_24_rate,9.2,Women,20-24
2021-06-01,women_20_24_rate,7.9,Women,20-24
2021-07-01,women_20_24_rate,7.8,Women,20-24
2021-08-01,women_20_24_rate,8.9,Women,20-24
2021-09-01,women_20_24_rate,6.4,Women,20-24
2021-10-01,women_20_24_rate,6.2,Women,20-24
2021-11-01,women_20_24_rate,6.7,Women,20-24
2021-12-01,women_20_24_rate,6.4,Women,20-24
2022-01-01,women_20_24_rate,5.9,Women,20-24
2022-02-01,women_20_24_rate,7.1,Women,20-24
2022-03-01,women_20_24_rate,6.3,Women,20-24
2022-04-01,women_20_24_rate,5.7,Women,20-24
2022-05-01,women_20_24_rate,6.4,Women,20-24
2022-06-01,women_20_24_rate,6.0,Women,20-24
2022-07-01,women_20_24_rate,5.4,Women,20-24
2022-08-01,women_20_24_rate,5.8,Women,20-24
2022-09-01,women_20_24_rate,6.0,Women,20-24
2022-10-01,women_20_24_rate,6.6,Women,20-24
2022-11-01,women_20_24_rate,5.9,Women,20-24
2022-12-01,women_20_24_rate,7.3,Women,20-24
2023-01-01,women_20_24_rate,6.3,Women,20-24
2023-02-01,women_20_24_rate,5.9,Women,20-24
2023-03-01,women_20_24_rate,6.1,Women,20-24
2023-04-01,women_20_24_rate,4.7,Women,20-24
2023-05-01,women_20_24_rate,5.4,Women,20-24
2023-06-01,women_20_24_rate,5.3,Women,20-24
2023-07-01,women_20_24_rate,6.2,Women,20-24
2023-08-01,women_20_24_rate,5.8,Women,20-24
2023-09-01,women_20_24_rate,5.7,Women,20-24
2023-10-01,women_20_24_rate,6.2,Women,20-24
1948-01-01,men_25_34_rate,2.6,Men,25-34
1948-02-01,men_25_34_rate,2.7,Men,25-34
1948-03-01,men_25_34_rate,2.7,Men,25-34
1948-04-01,men_25_34_rate,3.2,Men,25-34
1948-05-01,men_25_34_rate,2.9,Men,25-34
1948-06-01,men_25_34_rate,2.5,Men,25-34
1948-07-01,men_25_34_rate,2.4,Men,25-34
1948-08-01,men_25_34_rate,3.1,Men,25-34
1948-09-01,men_25_34_rate,2.8,Men,25-34
1948-10-01,men_25_34_rate,3.0,Men,25-34
1948-11-01,men_25_34_rate,3.2,Men,25-34
1948-12-01,men_25_34_rate,2.8,Men,25-34
1949-01-01,men_25_34_rate,3.6,Men,25-34
1949-02-01,men_25_34_rate,3.8,Men,25-34
1949-03-01,men_25_34_rate,4.4,Men,25-34
1949-04-01,men_25_34_rate,4.5,Men,25-34
1949-05-01,men_25_34_rate,5.3,Men,25-34
1949-06-01,men_25_34_rate,5.8,Men,25-34
1949-07-01,men_25_34_rate,5.7,Men,25-34
1949-08-01,men_25_34_rate,5.3,Men,25-34
1949-09-01,men_25_34_rate,5.6,Men,25-34
1949-10-01,men_25_34_rate,8.7,Men,25-34
1949-11-01,men_25_34_rate,5.5,Men,25-34
1949-12-01,men_25_34_rate,5.9,Men,25-34
1950-01-01,men_25_34_rate,5.7,Men,25-34
1950-02-01,men_25_34_rate,5.4,Men,25-34
1950-03-01,men_25_34_rate,5.5,Men,25-34
1950-04-01,men_25_34_rate,5.2,Men,25-34
1950-05-01,men_25_34_rate,4.9,Men,25-34
1950-06-01,men_25_34_rate,4.4,Men,25-34
1950-07-01,men_25_34_rate,4.3,Men,25-34
1950-08-01,men_25_34_rate,3.4,Men,25-34
1950-09-01,men_25_34_rate,3.2,Men,25-34
1950-10-01,men_25_34_rate,3.1,Men,25-34
1950-11-01,men_25_34_rate,3.0,Men,25-34
1950-12-01,men_25_34_rate,3.4,Men,25-34
1951-01-01,men_25_34_rate,2.6,Men,25-34
1951-02-01,men_25_34_rate,2.5,Men,25-34
1951-03-01,men_25_34_rate,2.3,Men,25-34
1951-04-01,men_25_34_rate,1.7,Men,25-34
1951-05-01,men_25_34_rate,1.9,Men,25-34
1951-06-01,men_25_34_rate,2.0,Men,25-34
1951-07-01,men_25_34_rate,2.3,Men,25-34
1951-08-01,men_25_34_rate,2.4,Men,25-34
1951-09-01,men_25_34_rate,2.5,Men,25-34
1951-10-01,men_25_34_rate,3.0,Men,25-34
1951-11-01,men_25_34_rate,2.5,Men,25-34
1951-12-01,men_25_34_rate,2.3,Men,25-34
1952-01-01,men_25_34_rate,2.4,Men,25-34
1952-02-01,men_25_34_rate,2.2,Men,25-34
1952-03-01,men_25_34_rate,1.9,Men,25-34
1952-04-01,men_25_34_rate,2.2,Men,25-34
1952-05-01,men_25_34_rate,1.8,Men,25-34
1952-06-01,men_25_34_rate,2.2,Men,25-34
1952-07-01,men_25_34_rate,2.5,Men,25-34
1952-08-01,men_25_34_rate,2.6,Men,25-34
1952-09-01,men_25_34_rate,2.7,Men,25-34
1952-10-01,men_25_34_rate,1.9,Men,25-34
1952-11-01,men_25_34_rate,2.1,Men,25-34
1952-12-01,men_25_34_rate,1.8,Men,25-34
1953-01-01,men_25_34_rate,2.6,Men,25-34
1953-02-01,men_25_34_rate,1.8,Men,25-34
1953-03-01,men_25_34_rate,1.5,Men,25-34
1953-04-01,men_25_34_rate,2.0,Men,25-34
1953-05-01,men_25_34_rate,2.3,Men,25-34
1953-06-01,men_25_34_rate,2.0,Men,25-34
1953-07-01,men_25_34_rate,1.8,Men,25-34
1953-08-01,men_25_34_rate,1.9,Men,25-34
1953-09-01,men_25_34_rate,2.0,Men,25-34
1953-10-01,men_25_34_rate,2.2,Men,25-34
1953-11-01,men_25_34_rate,3.0,Men,25-34
1953-12-01,men_25_34_rate,3.6,Men,25-34
1954-01-01,men_25_34_rate,3.7,Men,25-34
1954-02-01,men_25_34_rate,4.3,Men,25-34
1954-03-01,men_25_34_rate,4.9,Men,25-34
1954-04-01,men_25_34_rate,5.1,Men,25-34
1954-05-01,men_25_34_rate,5.6,Men,25-34
1954-06-01,men_25_34_rate,4.9,Men,25-34
1954-07-01,men_25_34_rate,5.1,Men,25-34
1954-08-01,men_25_34_rate,5.6,Men,25-34
1954-09-01,men_25_34_rate,5.2,Men,25-34
1954-10-01,men_25_34_rate,5.9,Men,25-34
1954-11-01,men_25_34_rate,4.6,Men,25-34
1954-12-01,men_25_34_rate,3.5,Men,25-34
1955-01-01,men_25_34_rate,3.6,Men,25-34
1955-02-01,men_25_34_rate,3.9,Men,25-34
1955-03-01,men_25_34_rate,4.1,Men,25-34
1955-04-01,men_25_34_rate,4.3,Men,25-34
1955-05-01,men_25_34_rate,2.8,Men,25-34
1955-06-01,men_25_34_rate,2.6,Men,25-34
1955-07-01,men_25_34_rate,2.5,Men,25-34
1955-08-01,men_25_34_rate,2.6,Men,25-34
1955-09-01,men_25_34_rate,2.9,Men,25-34
1955-10-01,men_25_34_rate,3.1,Men,25-34
1955-11-01,men_25_34_rate,2.8,Men,25-34
1955-12-01,men_25_34_rate,3.1,Men,25-34
1956-01-01,men_25_34_rate,3.2,Men,25-34
1956-02-01,men_25_34_rate,3.0,Men,25-34
1956-03-01,men_25_34_rate,3.2,Men,25-34
1956-04-01,men_25_34_rate,2.8,Men,25-34
1956-05-01,men_25_34_rate,3.2,Men,25-34
1956-06-01,men_25_34_rate,3.8,Men,25-34
1956-07-01,men_25_34_rate,3.6,Men,25-34
1956-08-01,men_25_34_rate,3.4,Men,25-34
1956-09-01,men_25_34_rate,3.5,Men,25-34
1956-10-01,men_25_34_rate,3.1,Men,25-34
1956-11-01,men_25_34_rate,3.3,Men,25-34
1956-12-01,men_25_34_rate,3.1,Men,25-34
1957-01-01,men_25_34_rate,3.0,Men,25-34
1957-02-01,men_25_34_rate,2.9,Men,25-34
1957-03-01,men_25_34_rate,2.5,Men,25-34
1957-04-01,men_25_34_rate,3.0,Men,25-34
1957-05-01,men_25_34_rate,3.0,Men,25-34
1957-06-01,men_25_34_rate,3.2,Men,25-34
1957-07-01,men_25_34_rate,3.4,Men,25-34
1957-08-01,men_25_34_rate,3.3,Men,25-34
1957-09-01,men_25_34_rate,3.6,Men,25-34
1957-10-01,men_25_34_rate,3.7,Men,25-34
1957-11-01,men_25_34_rate,4.1,Men,25-34
1957-12-01,men_25_34_rate,4.7,Men,25-34
1958-01-01,men_25_34_rate,5.6,Men,25-34
1958-02-01,men_25_34_rate,6.0,Men,25-34
1958-03-01,men_25_34_rate,6.5,Men,25-34
1958-04-01,men_25_34_rate,7.4,Men,25-34
1958-05-01,men_25_34_rate,7.3,Men,25-34
1958-06-01,men_25_34_rate,7.6,Men,25-34
1958-07-01,men_25_34_rate,7.2,Men,25-34
1958-08-01,men_25_34_rate,6.9,Men,25-34
1958-09-01,men_25_34_rate,6.4,Men,25-34
1958-10-01,men_25_34_rate,6.2,Men,25-34
1958-11-01,men_25_34_rate,5.8,Men,25-34
1958-12-01,men_25_34_rate,5.9,Men,25-34
1959-01-01,men_25_34_rate,5.5,Men,25-34
1959-02-01,men_25_34_rate,5.3,Men,25-34
1959-03-01,men_25_34_rate,4.9,Men,25-34
1959-04-01,men_25_34_rate,4.3,Men,25-34
1959-05-01,men_25_34_rate,4.4,Men,25-34
1959-06-01,men_25_34_rate,4.0,Men,25-34
1959-07-01,men_25_34_rate,3.9,Men,25-34
1959-08-01,men_25_34_rate,4.0,Men,25-34
1959-09-01,men_25_34_rate,4.8,Men,25-34
1959-10-01,men_25_34_rate,4.8,Men,25-34
1959-11-01,men_25_34_rate,5.2,Men,25-34
1959-12-01,men_25_34_rate,4.3,Men,25-34
1960-01-01,men_25_34_rate,4.2,Men,25-34
1960-02-01,men_25_34_rate,3.9,Men,25-34
1960-03-01,men_25_34_rate,4.7,Men,25-34
1960-04-01,men_25_34_rate,4.7,Men,25-34
1960-05-01,men_25_34_rate,3.9,Men,25-34
1960-06-01,men_25_34_rate,4.7,Men,25-34
1960-07-01,men_25_34_rate,5.1,Men,25-34
1960-08-01,men_25_34_rate,5.3,Men,25-34
1960-09-01,men_25_34_rate,4.9,Men,25-34
1960-10-01,men_25_34_rate,5.3,Men,25-34
1960-11-01,men_25_34_rate,5.8,Men,25-34
1960-12-01,men_25_34_rate,5.8,Men,25-34
1961-01-01,men_25_34_rate,5.8,Men,25-34
1961-02-01,men_25_34_rate,6.1,Men,25-34
1961-03-01,men_25_34_rate,5.9,Men,25-34
1961-04-01,men_25_34_rate,5.9,Men,25-34
1961-05-01,men_25_34_rate,6.3,Men,25-34
1961-06-01,men_25_34_rate,6.0,Men,25-34
1961-07-01,men_25_34_rate,6.1,Men,25-34
1961-08-01,men_25_34_rate,5.7,Men,25-34
1961-09-01,men_25_34_rate,5.3,Men,25-34
1961-10-01,men_25_34_rate,5.5,Men,25-34
1961-11-01,men_25_34_rate,5.3,Men,25-34
1961-12-01,men_25_34_rate,4.8,Men,25-34
1962-01-01,men_25_34_rate,4.5,Men,25-34
1962-02-01,men_25_34_rate,4.2,Men,25-34
1962-03-01,men_25_34_rate,4.6,Men,25-34
1962-04-01,men_25_34_rate,4.4,Men,25-34
1962-05-01,men_25_34_rate,4.3,Men,25-34
1962-06-01,men_25_34_rate,4.4,Men,25-34
1962-07-01,men_25_34_rate,4.5,Men,25-34
1962-08-01,men_25_34_rate,4.8,Men,25-34
1962-09-01,men_25_34_rate,4.8,Men,25-34
1962-10-01,men_25_34_rate,4.5,Men,25-34
1962-11-01,men_25_34_rate,4.4,Men,25-34
1962-12-01,men_25_34_rate,4.4,Men,25-34
1963-01-01,men_25_34_rate,4.8,Men,25-34
1963-02-01,men_25_34_rate,5.0,Men,25-34
1963-03-01,men_25_34_rate,4.5,Men,25-34
1963-04-01,men_25_34_rate,4.6,Men,25-34
1963-05-01,men_25_34_rate,4.7,Men,25-34
1963-06-01,men_25_34_rate,4.1,Men,25-34
1963-07-01,men_25_34_rate,3.9,Men,25-34
1963-08-01,men_25_34_rate,4.1,Men,25-34
1963-09-01,men_25_34_rate,4.2,Men,25-34
1963-10-01,men_25_34_rate,4.2,Men,25-34
1963-11-01,men_25_34_rate,5.2,Men,25-34
1963-12-01,men_25_34_rate,4.4,Men,25-34
1964-01-01,men_25_34_rate,4.1,Men,25-34
1964-02-01,men_25_34_rate,3.7,Men,25-34
1964-03-01,men_25_34_rate,3.5,Men,25-34
1964-04-01,men_25_34_rate,3.4,Men,25-34
1964-05-01,men_25_34_rate,3.4,Men,25-34
1964-06-01,men_25_34_rate,3.6,Men,25-34
1964-07-01,men_25_34_rate,3.0,Men,25-34
1964-08-01,men_25_34_rate,3.1,Men,25-34
1964-09-01,men_25_34_rate,3.1,Men,25-34
1964-10-01,men_25_34_rate,3.4,Men,25-34
1964-11-01,men_25_34_rate,3.4,Men,25-34
1964-12-01,men_25_34_rate,3.6,Men,25-34
1965-01-01,men_25_34_rate,3.3,Men,25-34
1965-02-01,men_25_34_rate,3.4,Men,25-34
1965-03-01,men_25_34_rate,3.0,Men,25-34
1965-04-01,men_25_34_rate,3.2,Men,25-34
1965-05-01,men_25_34_rate,2.9,Men,25-34
1965-06-01,men_25_34_rate,2.5,Men,25-34
1965-07-01,men_25_34_rate,3.0,Men,25-34
1965-08-01,men_25_34_rate,3.0,Men,25-34
1965-09-01,men_25_34_rate,3.0,Men,25-34
1965-10-01,men_25_34_rate,2.5,Men,25-34
1965-11-01,men_25_34_rate,2.6,Men,25-34
1965-12-01,men_25_34_rate,2.6,Men,25-34
1966-01-01,men_25_34_rate,2.8,Men,25-34
1966-02-01,men_25_34_rate,2.4,Men,25-34
1966-03-01,men_25_34_rate,2.8,Men,25-34
1966-04-01,men_25_34_rate,2.6,Men,25-34
1966-05-01,men_25_34_rate,2.2,Men,25-34
1966-06-01,men_25_34_rate,2.4,Men,25-34
1966-07-01,men_25_34_rate,2.7,Men,25-34
1966-08-01,men_25_34_rate,2.3,Men,25-34
1966-09-01,men_25_34_rate,2.2,Men,25-34
1966-10-01,men_25_34_rate,2.0,Men,25-34
1966-11-01,men_25_34_rate,2.0,Men,25-34
1966-12-01,men_25_34_rate,2.0,Men,25-34
1967-01-01,men_25_34_rate,2.2,Men,25-34
1967-02-01,men_25_34_rate,2.3,Men,25-34
1967-03-01,men_25_34_rate,2.3,Men,25-34
1967-04-01,men_25_34_rate,2.1,Men,25-34
1967-05-01,men_25_34_rate,2.2,Men,25-34
1967-06-01,men_25_34_rate,2.3,Men,25-34
1967-07-01,men_25_34_rate,2.3,Men,25-34
1967-08-01,men_25_34_rate,2.0,Men,25-34
1967-09-01,men_25_34_rate,1.8,Men,25-34
1967-10-01,men_25_34_rate,2.1,Men,25-34
1967-11-01,men_25_34_rate,2.1,Men,25-34
1967-12-01,men_25_34_rate,2.0,Men,25-34
1968-01-01,men_25_34_rate,2.1,Men,25-34
1968-02-01,men_25_34_rate,2.1,Men,25-34
1968-03-01,men_25_34_rate,2.0,Men,25-34
1968-04-01,men_25_34_rate,1.9,Men,25-34
1968-05-01,men_25_34_rate,1.8,Men,25-34
1968-06-01,men_25_34_rate,1.9,Men,25-34
1968-07-01,men_25_34_rate,1.9,Men,25-34
1968-08-01,men_25_34_rate,2.0,Men,25-34
1968-09-01,men_25_34_rate,1.8,Men,25-34
1968-10-01,men_25_34_rate,1.9,Men,25-34
1968-11-01,men_25_34_rate,1.7,Men,25-34
1968-12-01,men_25_34_rate,1.8,Men,25-34
1969-01-01,men_25_34_rate,1.7,Men,25-34
1969-02-01,men_25_34_rate,1.7,Men,25-34
1969-03-01,men_25_34_rate,1.8,Men,25-34
1969-04-01,men_25_34_rate,1.8,Men,25-34
1969-05-01,men_25_34_rate,1.8,Men,25-34
1969-06-01,men_25_34_rate,1.8,Men,25-34
1969-07-01,men_25_34_rate,1.9,Men,25-34
1969-08-01,men_25_34_rate,1.9,Men,25-34
1969-09-01,men_25_34_rate,2.1,Men,25-34
1969-10-01,men_25_34_rate,2.0,Men,25-34
